rental_id,duration,duration_ms,bike_id,bike_model,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name,end_station_logical_terminal,start_station_logical_terminal,end_station_priority_id
57916523,300,300000,4008,,9/1/2016 23:37:00,,"Bevington Road West, North Kensington",9/1/2016 23:32:00,,"Chepstow Villas, Notting Hill",300236,1120,0
57844877,300,300000,9024,,8/31/2016 9:25:00,,"Houghton Street, Strand",8/31/2016 9:20:00,,"Craven Street, Strand",3484,1160,0
57922549,300,300000,5973,,9/2/2016 8:27:00,,"Chapel Place, Marylebone",9/2/2016 8:22:00,,"Westminster University, Marylebone",1003,1194,0
57946365,300,300000,2402,,9/2/2016 18:45:00,,"Clapham Common North Side, Clapham Common",9/2/2016 18:40:00,,"St. John's Road, Clapham Junction",300065,200185,0
57903154,300,300000,11870,,9/1/2016 17:50:00,,"Finsbury Circus, Liverpool Street",9/1/2016 17:45:00,,"Queen Victoria Street, St. Paul's",984,1048,1
58007778,300,300000,2230,,9/5/2016 6:34:00,,"Upper Bank Street, Canary Wharf",9/5/2016 6:29:00,,"Lancaster Drive, Blackwall",200099,200143,0
58041926,300,300000,1665,,9/6/2016 8:18:00,,"Doddington Grove, Kennington",9/6/2016 8:13:00,,"Rodney Road , Walworth",200084,3481,0
58012405,300,300000,13212,,9/5/2016 9:16:00,,"Prince Albert Road, The Regent's Park",9/5/2016 9:11:00,,"Wellington Road, St. John's Wood",2636,1055,0
57997254,300,300000,7127,,9/4/2016 17:09:00,,"Harrowby Street, Marylebone",9/4/2016 17:04:00,,"Paddington Street, Marylebone",2680,1033,0
57862472,300,300000,3778,,8/31/2016 17:59:00,,"Belvedere Road, South Bank",8/31/2016 17:54:00,,"Poured Lines, Bankside",1186,1144,0
57938560,300,300000,2686,,9/2/2016 16:25:00,,"Cardinal Place, Victoria",9/2/2016 16:20:00,,"Green Park Station, Mayfair",968,200096,1
57871692,300,300000,11509,,8/31/2016 20:37:00,,"Riverlight North, Nine Elms",8/31/2016 20:32:00,,"Vauxhall Cross, Vauxhall",1165,1000,0
57940815,300,300000,3818,,9/2/2016 17:12:00,,"Fore Street, Guildhall",9/2/2016 17:07:00,,"Baldwin Street, St. Luke's",200253,3500,0
57891487,300,300000,13298,,9/1/2016 13:15:00,,"Greycoat Street , Westminster",9/1/2016 13:10:00,,"Ashley Place, Victoria",10623,1122,0
57913534,300,300000,14060,,9/1/2016 20:48:00,,"Russell Gardens, Olympia",9/1/2016 20:43:00,,"Woodstock Grove, Shepherd's Bush",200080,200214,0
57855952,300,300000,1110,,8/31/2016 16:11:00,,"Duke Street Hill, London Bridge",8/31/2016 16:06:00,,"Curlew Street, Shad Thames",300083,1213,0
58047970,300,300000,10114,,9/6/2016 9:53:00,,"Tower Gardens , Tower",9/6/2016 9:48:00,,"Pennington Street, Wapping",1071,200090,1
57928032,300,300000,5891,,9/2/2016 10:14:00,,"Kennington Road  , Vauxhall",9/2/2016 10:09:00,,"Kennington Road Post Office, Oval",1154,1073,0
58010001,300,300000,9694,,9/5/2016 8:23:00,,"Kennington Lane Rail Bridge, Vauxhall",9/5/2016 8:18:00,,"Kennington Cross, Kennington",1190,1093,1
57884570,300,300000,12751,,9/1/2016 9:10:00,,"Hardwick Street, Clerkenwell",9/1/2016 9:05:00,,"Clerkenwell Green, Clerkenwell",1057,1053,0
57964215,300,300000,14314,,9/3/2016 13:01:00,,"Stanley Grove, Battersea",9/3/2016 12:56:00,,"Union Grove, Wandsworth Road",200199,200211,0
58025256,300,300000,11057,,9/5/2016 17:42:00,,"Longford Street, The Regent's Park",9/5/2016 17:37:00,,"London Zoo Car Park, The Regent's Park",976,1188,0
58021456,300,300000,7616,,9/5/2016 16:29:00,,"Paddington Street, Marylebone",9/5/2016 16:24:00,,"Great Titchfield Street, Fitzrovia",1033,3450,0
58034862,300,300000,6541,,9/5/2016 21:23:00,,"Harper Road, The Borough",9/5/2016 21:18:00,,"Colombo Street, Southwark",1137,3472,0
57846206,300,300000,6656,,8/31/2016 10:10:00,,"Shoreditch High Street, Shoreditch",8/31/2016 10:05:00,,"Buxton Street 1, Shoreditch",3445,1223,1
57944187,300,300000,12242,,9/2/2016 18:03:00,,"Bolsover Street, Fitzrovia",9/2/2016 17:58:00,,"Longford Street, The Regent's Park",1025,976,0
57975588,300,300000,14290,,9/3/2016 19:24:00,,"Dorothy Road, Clapham Junction",9/3/2016 19:19:00,,"Albert Bridge Road, Battersea Park",200119,300045,0
57926225,300,300000,6512,,9/2/2016 9:18:00,,"Stewart's Road, Wandsworth Road",9/2/2016 9:13:00,,"Bradmead, Battersea Park",300055,200025,0
57918442,300,300000,6135,,9/2/2016 6:53:00,,"Queen Street 2, Bank",9/2/2016 6:48:00,,"Wormwood Street, Liverpool Street",200128,2587,1
58010651,300,300000,13605,,9/5/2016 8:36:00,,"Jubilee Gardens, South Bank",9/5/2016 8:31:00,,"Milroy Walk, South Bank",1111,959,0
57889215,300,300000,12871,,9/1/2016 12:00:00,,"Greycoat Street , Westminster",9/1/2016 11:55:00,,"Alderney Street, Pimlico",10623,1174,0
57888006,300,300000,2904,,9/1/2016 11:04:00,,"Macclesfield Rd, St Lukes",9/1/2016 10:59:00,,"Murray Grove , Hoxton",1226,989,0
58026902,300,300000,941,,9/5/2016 18:03:00,,"Great Suffolk Street, The Borough",9/5/2016 17:58:00,,"Queen Street 1, Bank",200200,999,0
57845563,300,300000,13082,,8/31/2016 9:45:00,,"Alfred Place, Bloomsbury",8/31/2016 9:40:00,,"Gower Place , Euston",3507,969,0
57966531,300,300000,10832,,9/3/2016 13:55:00,,"Percival Street, Finsbury",9/3/2016 13:50:00,,"Aldersgate Street, Barbican",200051,1065,0
58016113,300,300000,3015,,9/5/2016 12:46:00,,"Barons Court Station, West Kensington",9/5/2016 12:41:00,,"Everington Street, Fulham",200197,300028,0
57846906,300,300000,13188,,8/31/2016 10:43:00,,"Strand, Strand",8/31/2016 10:38:00,,"Waterloo Station 2, Waterloo",1100,2692,0
58031944,300,300000,5788,,9/5/2016 19:25:00,,"Pritchard's Road, Bethnal Green",9/5/2016 19:20:00,,"Hollybush Gardens, Bethnal Green",200083,200244,0
57874755,300,300000,12898,,8/31/2016 23:40:00,,"Margery Street, Clerkenwell",8/31/2016 23:35:00,,"St. Chad's Street, King's Cross",3468,1013,0
58047903,300,300000,5551,,9/6/2016 9:51:00,,"Central House, Aldgate",9/6/2016 9:46:00,,"Shadwell Station, Shadwell",3430,200020,0
57976356,300,300000,12657,,9/3/2016 20:37:00,,"Hermitage Court, Wapping",9/3/2016 20:32:00,,"Tower Gardens , Tower",200021,1071,0
57894835,300,300000,12945,,9/1/2016 15:03:00,,"Stratford Station, Stratford",9/1/2016 14:58:00,,"Copper Box Arena, Queen Elizabeth Olympic Park",300234,300226,0
57975122,300,300000,13580,,9/3/2016 18:36:00,,"Pitfield Street Central, Hoxton",9/3/2016 18:31:00,,"New Inn Yard, Shoreditch",200248,1032,0
57869956,300,300000,12396,,8/31/2016 19:45:00,,"Nutford Place, Marylebone",8/31/2016 19:40:00,,"Rossmore Road, Marylebone",1112,300071,0
57952627,300,300000,13367,,9/2/2016 23:48:00,,"Mostyn Grove, Bow",9/2/2016 23:43:00,,"Antill Road, Mile End",200174,200041,0
57988790,300,300000,9765,,9/4/2016 13:47:00,,"Gloucester Road (North), Kensington",9/4/2016 13:42:00,,"Derry Street, Kensington",3447,3436,0
57845515,300,300000,357,,8/31/2016 9:44:00,,"Vauxhall Cross, Vauxhall",8/31/2016 9:39:00,,"Riverlight North, Nine Elms",1000,1165,0
58071286,300,300000,14272,,9/6/2016 19:48:00,,"Whiteley's, Bayswater",9/6/2016 19:43:00,,"Black Lion Gate, Kensington Gardens",1150,1157,0
57929854,50220,50220000,8146,,9/3/2016 1:30:00,,"Clarence Walk, Stockwell",9/2/2016 11:33:00,,"Courland Grove, Wandsworth Road",200194,200173,0
58017562,3120,3120000,2118,,9/5/2016 14:38:00,,"Aquatic Centre, Queen Elizabeth Olympic Park",9/5/2016 13:46:00,,"Clifford Street, Mayfair",300233,2688,1
58064976,3120,3120000,6977,,9/6/2016 19:00:00,,"Triangle Car Park, Hyde Park",9/6/2016 18:08:00,,"Queen's Gate, Kensington Gardens",1088,1231,1
57958562,3120,3120000,13967,,9/3/2016 11:36:00,,"Storey's Gate, Westminster",9/3/2016 10:44:00,,"Kings Gate House, Westminster",200202,300202,0
57957507,3120,3120000,10013,,9/3/2016 11:03:00,,"Queen's Gate (South), South Kensington",9/3/2016 10:11:00,,"Queen's Gate, Kensington Gardens",1172,1231,0
57916262,3120,3120000,6667,,9/2/2016 0:01:00,,"Longford Street, The Regent's Park",9/1/2016 23:09:00,,"Warren Street Station, Euston",976,1090,0
57853200,3120,3120000,13675,,8/31/2016 15:29:00,,"Sedding Street, Sloane Square",8/31/2016 14:37:00,,"Aldersgate Street, Barbican",3420,1065,0
57994079,14640,14640000,13220,,9/4/2016 19:51:00,,"Bayley Street , Bloomsbury",9/4/2016 15:47:00,,"Panton Street, West End",1006,3452,0
58057034,2100,2100000,9118,,9/6/2016 16:31:00,,"Wardour Street, Soho",9/6/2016 15:56:00,,"Bishop's Bridge Road East, Bayswater",1163,200108,1
57980090,2100,2100000,11040,,9/4/2016 9:21:00,,"Black Lion Gate, Kensington Gardens",9/4/2016 8:46:00,,"Black Lion Gate, Kensington Gardens",1157,1157,1
58044885,2100,2100000,11305,,9/6/2016 9:22:00,,"Barbican Centre, Barbican",9/6/2016 8:47:00,,"Queen's Gate, Kensington Gardens",1191,1231,0
57984136,2100,2100000,5026,,9/4/2016 12:24:00,,"Queen's Gate (North), Kensington",9/4/2016 11:49:00,,"Queen's Gate (North), Kensington",1204,1204,0
57853229,2100,2100000,13318,,8/31/2016 15:13:00,,"Aquatic Centre, Queen Elizabeth Olympic Park",8/31/2016 14:38:00,,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",300233,300029,1
57938572,2100,2100000,7967,,9/2/2016 16:55:00,,"Holland Park, Kensington",9/2/2016 16:20:00,,"Holland Park, Kensington",10631,10631,0
57993193,2100,2100000,8997,,9/4/2016 16:01:00,,"Craven Street, Strand",9/4/2016 15:26:00,,"Westbourne Park Road, Portobello",1160,300057,1
57891197,5940,5940000,3723,,9/1/2016 14:40:00,,"Park Lane , Hyde Park",9/1/2016 13:01:00,,"Hyde Park Corner, Hyde Park",1037,1075,0
57925344,1080,1080000,915,,9/2/2016 9:15:00,,"Guilford Street , Bloomsbury",9/2/2016 8:57:00,,"Vincent Square, Westminster",974,1196,0
58057088,1080,1080000,13217,,9/6/2016 16:15:00,,"Lansdowne Road, Ladbroke Grove",9/6/2016 15:57:00,,"Woodstock Street, Mayfair",200172,1042,0
58004900,1080,1080000,10492,,9/4/2016 21:28:00,,"Graham Street, Angel",9/4/2016 21:10:00,,"Strand, Strand",1131,1100,0
58042817,1080,1080000,4895,,9/6/2016 8:42:00,,"Westfield Southern Terrace ,Shepherd's Bush",9/6/2016 8:24:00,,"Crabtree Lane, Fulham",200061,200221,0
57970416,1080,1080000,11502,,9/3/2016 15:36:00,,"Shoreditch High Street, Shoreditch",9/3/2016 15:18:00,,"Bricklayers Arms, Borough",3445,1070,1
57859059,1080,1080000,7474,,8/31/2016 17:30:00,,"Great Marlborough Street, Soho",8/31/2016 17:12:00,,"Winsland Street, Paddington",1125,3496,0
57995716,1080,1080000,2929,,9/4/2016 16:43:00,,"Alma Road, Wandsworth",9/4/2016 16:25:00,,"Union Grove, Wandsworth Road",300046,200211,0
58041162,1080,1080000,5510,,9/6/2016 8:21:00,,"Putney Bridge Station, Fulham",9/6/2016 8:03:00,,"Grant Road Central, Clapham Junction",200125,200206,0
58053395,1080,1080000,10837,,9/6/2016 14:03:00,,"Cadogan Gardens, Chelsea",9/6/2016 13:45:00,,"Parson's Green , Parson's Green",2695,200237,0
57840980,1080,1080000,797,,8/31/2016 8:44:00,,"Chapel Place, Marylebone",8/31/2016 8:26:00,,"Clifton Road, Maida Vale",1003,1147,0
57911082,1080,1080000,8167,,9/1/2016 19:50:00,,"Prince of Wales Drive, Battersea Park",9/1/2016 19:32:00,,"Lambeth North Station, Waterloo",300073,1117,0
57972999,1080,1080000,11164,,9/3/2016 16:29:00,,"Vicarage Crescent, Battersea",9/3/2016 16:11:00,,"Osiers Road, Wandsworth",200077,200219,0
57891095,1080,1080000,9205,,9/1/2016 13:15:00,,"Eaton Square (South), Belgravia",9/1/2016 12:57:00,,"Eel Brook Common, Walham Green",22164,300003,0
57968560,1080,1080000,236,,9/3/2016 14:55:00,,"Hinde Street, Marylebone",9/3/2016 14:37:00,,"Graham Street, Angel",3476,1131,1
57850528,1080,1080000,12192,,8/31/2016 13:24:00,,"Sardinia Street, Holborn",8/31/2016 13:06:00,,"Wormwood Street, Liverpool Street",2649,2587,1
58066912,1080,1080000,4508,,9/6/2016 18:47:00,,"Garnet Street, Shadwell",9/6/2016 18:29:00,,"Doddington Grove, Kennington",200045,200084,0
57863931,1080,1080000,414,,8/31/2016 18:29:00,,"Guildhouse Street, Victoria",8/31/2016 18:11:00,,"Shouldham Street, Marylebone",3478,2693,0
58058141,1080,1080000,7528,,9/6/2016 16:44:00,,"Blenheim Crescent, Ladbroke Grove",9/6/2016 16:26:00,,"Kensington Gore, Knightsbridge",300090,1193,0
57937620,1080,1080000,7158,,9/2/2016 16:11:00,,"Battersea Church Road, Battersea",9/2/2016 15:53:00,,"Felsham Road, Putney",200201,300019,0
58063403,1080,1080000,13968,,9/6/2016 18:09:00,,"Blenheim Crescent, Ladbroke Grove",9/6/2016 17:51:00,,"Hammersmith Road, Hammersmith",300090,200142,0
57950403,1080,1080000,944,,9/2/2016 21:16:00,,"Bonny Street, Camden Town",9/2/2016 20:58:00,,"Eastbourne Mews, Paddington",200105,1203,0
57982101,1080,1080000,2512,,9/4/2016 10:59:00,,"Broadwick Street, Soho",9/4/2016 10:41:00,,"Broadwick Street, Soho",3489,3489,0
57861154,1080,1080000,6690,,8/31/2016 17:57:00,,"Knaresborough Place, Earl's Court",8/31/2016 17:39:00,,"Clifford Street, Mayfair",200069,2688,0
57867801,1080,1080000,8987,,8/31/2016 19:17:00,,"Rodney Road , Walworth",8/31/2016 18:59:00,,"Tooley Street, Bermondsey",3481,1142,0
57913591,1080,1080000,5289,,9/1/2016 21:03:00,,"Craven Street, Strand",9/1/2016 20:45:00,,"Albert Gate, Hyde Park",1160,1132,1
58064039,1080,1080000,9516,,9/6/2016 18:16:00,,"One Tower Bridge, Bermondsey",9/6/2016 17:58:00,,"Baldwin Street, St. Luke's",300249,3500,1
58047965,1080,1080000,9705,,9/6/2016 10:06:00,,"Royal Avenue 1, Chelsea",9/6/2016 9:48:00,,"Vauxhall Cross, Vauxhall",3440,1000,0
57923403,1080,1080000,12301,,9/2/2016 8:50:00,,"Hop Exchange, The Borough",9/2/2016 8:32:00,,"Caldwell Street, Stockwell",960,200137,1
57930027,1080,1080000,11047,,9/2/2016 11:58:00,,"Museum of London, Barbican",9/2/2016 11:40:00,,"New Inn Yard, Shoreditch",1043,1032,0
57976561,1080,1080000,1632,,9/3/2016 21:24:00,,"Waterloo Road, South Bank",9/3/2016 21:06:00,,"Wellington Street , Strand",1176,1202,0
57904676,1080,1080000,10222,,9/1/2016 18:21:00,,"Aquatic Centre, Queen Elizabeth Olympic Park",9/1/2016 18:03:00,,"Aquatic Centre, Queen Elizabeth Olympic Park",300233,300233,1
57981713,1080,1080000,4351,,9/4/2016 10:44:00,,"Regent's Row , Haggerston",9/4/2016 10:26:00,,"Wenlock Road , Hoxton",200064,979,1
57979038,1080,1080000,7068,,9/4/2016 4:01:00,,"St. Chad's Street, King's Cross",9/4/2016 3:43:00,,"New Fetter Lane, Holborn",1013,200044,0
57871973,1080,1080000,14110,,8/31/2016 21:01:00,,"Newton Street, Covent Garden",8/31/2016 20:43:00,,"Wormwood Street, Liverpool Street",300074,2587,1
58036634,1080,1080000,5513,,9/6/2016 1:04:00,,"Lansdowne Way Bus Garage, Stockwell",9/6/2016 0:46:00,,"Wardour Street, Soho",300204,1163,0
58010879,1080,1080000,10506,,9/5/2016 8:54:00,,"Nesham Street, Wapping",9/5/2016 8:36:00,,"Belvedere Road, South Bank",1031,1186,0
58024193,1080,1080000,4094,,9/5/2016 17:41:00,,"Pitfield Street North,Hoxton",9/5/2016 17:23:00,,"Finsbury Circus, Liverpool Street",200152,984,0
57854854,1080,1080000,14249,,8/31/2016 15:50:00,,"Palace Gate, Kensington Gardens",8/31/2016 15:32:00,,"Cardinal Place, Victoria",1110,968,0
58042434,1080,1080000,8137,,9/6/2016 8:37:00,,"Brushfield Street, Liverpool Street",9/6/2016 8:19:00,,"Waterloo Station 3, Waterloo",1161,1072,1
57983004,1080,1080000,4522,,9/4/2016 11:30:00,,"Ford Road, Old Ford",9/4/2016 11:12:00,,"Chrisp Street Market, Poplar",200027,200089,0
58023702,1080,1080000,6957,,9/5/2016 17:33:00,,"Drury Lane, Covent Garden",9/5/2016 17:15:00,,"Walworth Road, Elephant & Castle",1007,10629,1
57907663,1080,1080000,12298,,9/1/2016 18:54:00,,"Moorfields, Moorgate",9/1/2016 18:36:00,,"Craven Street, Strand",1092,1160,1
58050552,1080,1080000,179,,9/6/2016 12:17:00,,"Castlehaven Road, Camden Town",9/6/2016 11:59:00,,"Coram Street, Bloomsbury",200016,300201,0
57954708,1080,1080000,10680,,9/3/2016 6:35:00,,"Battersea Park Road, Nine Elms",9/3/2016 6:17:00,,"Hampton Street, Walworth",200183,1118,0
58022484,1080,1080000,3555,,9/5/2016 17:10:00,,"Great Percy Street, Clerkenwell",9/5/2016 16:52:00,,"Hop Exchange, The Borough",3470,960,0
57835094,1080,1080000,7914,,8/31/2016 6:07:00,,"Storey's Gate, Westminster",8/31/2016 5:49:00,,"Winsland Street, Paddington",200202,3496,0
58033087,1080,1080000,12324,,9/5/2016 20:10:00,,"Macclesfield Rd, St Lukes",9/5/2016 19:52:00,,"Union Street, The Borough",1226,961,0
57854993,1080,1080000,12568,,8/31/2016 15:55:00,,"Fanshaw Street, Hoxton",8/31/2016 15:37:00,,"Harper Road, The Borough",3427,1137,0
57897435,1080,1080000,7853,,9/1/2016 16:29:00,,"Kennington Road  , Vauxhall",9/1/2016 16:11:00,,"Long Lane , Bermondsey",1154,1189,0
58043637,1080,1080000,8391,,9/6/2016 8:51:00,,"Lavington Street, Bankside",9/6/2016 8:33:00,,"Clapham Road, Lingham Street, Stockwell",300208,300245,0
57858373,1080,1080000,13773,,8/31/2016 17:21:00,,"All Saints Church, Portobello",8/31/2016 17:03:00,,"Warren Street Station, Euston",300023,1090,0
58039957,1080,1080000,8755,,9/6/2016 8:03:00,,"Jubilee Gardens, South Bank",9/6/2016 7:45:00,,"Stockwell Roundabout, Stockwell",1111,300207,0
58013363,1080,1080000,4879,,9/5/2016 10:06:00,,"Hop Exchange, The Borough",9/5/2016 9:48:00,,"Eagle Wharf Road, Hoxton",960,200246,1
58028059,1080,1080000,13531,,9/5/2016 18:30:00,,"Beryl Road, Hammersmith",9/5/2016 18:12:00,,"Manfred Road, East Putney",200097,300079,0
57914554,1080,1080000,569,,9/1/2016 21:45:00,,"St. Katharine's Way, Tower",9/1/2016 21:27:00,,"Red Lion Street, Holborn",200049,22171,0
57924797,1080,1080000,6648,,9/2/2016 9:07:00,,"Wren Street, Holborn",9/2/2016 8:49:00,,"Great Tower Street, Monument",22169,1080,0
58037988,1080,1080000,7423,,9/6/2016 7:13:00,,"Millennium Hotel, Mayfair",9/6/2016 6:55:00,,"Melton Street, Euston",1230,300203,1
57898556,1080,1080000,13896,,9/1/2016 16:55:00,,"Winsland Street, Paddington",9/1/2016 16:37:00,,"Wardour Street, Soho",3496,1163,1
58022534,1080,1080000,11761,,9/5/2016 17:11:00,,"Cartwright Gardens , Bloomsbury",9/5/2016 16:53:00,,"Monument Street, Monument",1010,200101,0
57929969,1080,1080000,5693,,9/2/2016 11:56:00,,"Newgate Street , St. Paul's",9/2/2016 11:38:00,,"Longford Street, The Regent's Park",1074,976,1
57862958,1080,1080000,9765,,8/31/2016 18:18:00,,"Earnshaw Street , Covent Garden",8/31/2016 18:00:00,,"Great Marlborough Street, Soho",1145,1125,0